"user_id","movie_id","movie_title","confidence_score"
"98","357","One Flew Over the Cuckoo's Nest (1975)",92.1
"98","376","Houseguest (1994)",88.8
"99","20","Angels and Insects (1995)",98.9
"99","1033","Homeward Bound II: Lost in San Francisco (1996)",98.6
"99","158","Weekend at Bernie's (1989)",97.6
"99","381","Muriel's Wedding (1994)",96.7
"99","1125","Innocents, The (1961)",89.1
"100","914","Wild Things (1998)",89.8
"100","916","Lost in Space (1998)",80.5
"100","812","Andre (1994)",94.5
"100","898","Postman, The (1997)",87
"100","266","Kull the Conqueror (1997)",88
"101","354","Wedding Singer, The (1998)",97.7
"101","477","Matilda (1996)",84.1
"101","380","Star Trek: Generations (1994)",91.7
"101","65","What's Eating Gilbert Grape (1993)",91.5
"101","87","Searching for Bobby Fischer (1993)",86.5
"102","902","Big Lebowski, The (1998)",82.4
"102","1394","Swept from the Sea (1997)",80.2
"102","923","Raise the Red Lantern (1991)",97.5
"102","168","Monty Python and the Holy Grail (1974)",85.3
"102","12","Usual Suspects, The (1995)",92
"103","155","Dirty Dancing (1987)",92.8
"103","778","Don Juan DeMarco (1995)",89.9
"103","898","Postman, The (1997)",88
"103","158","Weekend at Bernie's (1989)",98.5
"103","116","Cold Comfort Farm (1995)",90.2
"104","1033","Homeward Bound II: Lost in San Francisco (1996)",92.6
"104","85","Ref, The (1994)",98.3
"104","184","Army of Darkness (1993)",82
"104","158","Weekend at Bernie's (1989)",86.4
"104","328","Conspiracy Theory (1997)",97.2
"105","320","Paradise Lost: The Child Murders at Robin Hood Hills (1996)",97.1
"105","914","Wild Things (1998)",80.5
"105","916","Lost in Space (1998)",89.2
"105","316","As Good As It Gets (1997)",90
"105","508","People vs. Larry Flynt, The (1996)",87.9
"106","272","Good Will Hunting (1997)",83.8
"106","315","Apt Pupil (1998)",90.2
"106","316","As Good As It Gets (1997)",98.8
"106","390","Fear of a Black Hat (1993)",93.7
"106","128","Supercop (1992)",84.2
"107","902","Big Lebowski, The (1998)",95.3
"107","89","Blade Runner (1982)",84.5
"107","172","Empire Strikes Back, The (1980)",82.2
"107","522","Down by Law (1986)",94.2
"107","1104","C'est arrivé près de chez vous (1992)",89.7
"108","899","Winter Guest, The (1997)",85.2
"108","914","Wild Things (1998)",89.1
"108","916","Lost in Space (1998)",97
"108","361","Incognito (1997)",96.1
"108","1025","Fire Down Below (1997)",87.8
"109","1085","Carried Away (1996)",97.6
"109","178","12 Angry Men (1957)",92
"109","8","Babe (1995)",85.2
"109","132","Wizard of Oz, The (1939)",93.6
"109","213","Room with a View, A (1986)",89.8
"110","1033","Homeward Bound II: Lost in San Francisco (1996)",97.5
"110","1142","When We Were Kings (1996)",86.3
"110","85","Ref, The (1994)",82.4
"110","170","Cinema Paradiso (1988)",92.6
"110","207","Cyrano de Bergerac (1990)",98.7
"111","10","Richard III (1995)",90
"111","201","Evil Dead II (1987)",85.8
"111","320","Paradise Lost: The Child Murders at Robin Hood Hills (1996)",80.4
"111","184","Army of Darkness (1993)",83.8
"111","101","Heavy Metal (1981)",94.7
"112","285","Secrets & Lies (1996)",85.7
"112","287","Marvin's Room (1996)",89.2
"112","304","Fly Away Home (1996)",87.4
"112","877","Excess Baggage (1997)",92.8
"112","408","Close Shave, A (1995)",95.5
"113","459","Cry, the Beloved Country (1995)",96.5
"113","754","Red Corner (1997)",81.4
"113","936","Brassed Off (1996)",97.3
"113","1197","Family Thing, A (1996)",82.9
"113","535","Addicted to Love (1997)",82.7
"114","923","Raise the Red Lantern (1991)",93.1
"114","1","Toy Story (1995)",96.2
"114","15","Mr. Holland's Opus (1995)",96.8
"114","477","Matilda (1996)",98.3
"114","881","Money Talks (1997)",83.4
"115","952","Blue in the Face (1995)",80.8
"115","64","Shawshank Redemption, The (1994)",85.8
"115","1033","Homeward Bound II: Lost in San Francisco (1996)",90.3
"115","320","Paradise Lost: The Child Murders at Robin Hood Hills (1996)",93.1
"115","205","Patton (1970)",90.5
"116","875","She's So Lovely (1997)",98.4
"116","955","Before Sunrise (1995)",91.8
"116","344","Apostle, The (1997)",84.3
"116","1025","Fire Down Below (1997)",85.7
"116","984","Shadow Conspiracy (1997)",86.6
"117","1160","Love! Valour! Compassion! (1997)",90.9
"117","8","Babe (1995)",98.6
"117","153","Fish Called Wanda, A (1988)",91.7
"117","663","Being There (1979)",84.9
"117","692","American President, The (1995)",93.5
"118","408","Close Shave, A (1995)",94.1
"118","320","Paradise Lost: The Child Murders at Robin Hood Hills (1996)",87.5
"118","48","Hoop Dreams (1994)",88.7
"118","8","Babe (1995)",92.9
"118","67","Ace Ventura: Pet Detective (1994)",83.7
"119","899","Winter Guest, The (1997)",88
"119","914","Wild Things (1998)",97.1
"119","916","Lost in Space (1998)",98.4
"119","812","Andre (1994)",89.5
"119","184","Army of Darkness (1993)",80.9
"120","1048","She's the One (1996)",90.5
"120","889","Tango Lesson, The (1997)",84.4
"120","345","Deconstructing Harry (1997)",80.1
"120","1394","Swept from the Sea (1997)",96.4
"120","1062","Four Days in September (1997)",91.7
"121","906","Oscar & Lucinda (1997)",88
"121","164","Abyss, The (1989)",88.4
"121","185","Psycho (1960)",90.9
"121","200","Shining, The (1980)",96.8
"121","219","Nightmare on Elm Street, A (1984)",96.8
"122","173","Princess Bride, The (1987)",89.8
"122","875","She's So Lovely (1997)",96.4
"122","955","Before Sunrise (1995)",93.6
"122","155","Dirty Dancing (1987)",84.6
"122","402","Ghost (1990)",80.8
"123","877","Excess Baggage (1997)",80.1
"123","699","Little Women (1994)",93.8
